FID;tipo;id;Tipo_1;Fecha;Departamen;Municipio;Vereda;Latitud;Longitud;X;Y;class
171;event;id_172;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.306856;-76.719458;706281.7859;857815.6466;222
172;event;id_173;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.317798;-76.719141;706320.2823;859026.7842;222
173;event;id_174;Deslizamiento;1/1/1998 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.303753;-76.720519;706162.8315;857472.472;222
174;event;id_175;Deslizamiento;10/3/2000 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.161073;-76.641973;714861.2351;841656.5079;222
175;event;id_176;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.202483;-76.619004;717428.0984;846233.7578;222
176;event;id_177;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.188448;-76.633642;715795.6536;844684.3029;222
177;event;id_178;Reptación;29/8/2015 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.176728;-76.736358;704363.7576;843415.8836;222
178;event;id_179;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.21929;-76.61556;717815.8834;848093.1143;222
179;event;id_180;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.306;-76.717681;706479.2315;857720.3652;222
180;event;id_181;Reptación;25/12/2019 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.206695;-76.606278;718845.0901;846696.4634;222
181;event;id_182;Deslizamiento;15/11/2018 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.180166;-76.661081;712740.4852;843775.1873;222
182;event;id_183;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.220639;-76.6338;715786.9674;848247.5021;222
183;event;id_184;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.298692;-76.731095;704984.7082;856915.3727;222
184;event;id_185;Reptación;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.235514;-76.58823;720860.8609;849881.3249;222
185;event;id_186;Deslizamiento;1/11/2020 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.232517;-76.683433;710268.2788;849576.2907;222
186;event;id_187;Reptación;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.206065;-76.662449;712595.4874;846642.3393;222
187;event;id_188;Flujo;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.197181;-76.637347;715385.8451;845651.9675;222
188;event;id_189;Flujo;22/8/2019 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.232789;-76.749912;702871.7972;849625.626;222
189;event;id_190;Reptación;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.220678;-76.685525;710032.1657;848266.3999;222
190;event;id_191;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.304711;-76.721686;706033.2803;857578.8641;222
191;event;id_192;Reptación;1/1/1998 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.224969;-76.65023;713960.2368;848731.3869;222
192;event;id_193;Reptación;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.185999;-76.672669;711452.7961;844424.0842;222
193;event;id_194;Flujo;29/8/2015 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.234928;-76.747802;703107.1883;849861.7914;222
194;event;id_195;Deslizamiento;10/9/1991 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.253408;-76.73442;704601.4893;851903.5606;222
195;event;id_196;Reptación;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.235341;-76.588644;720814.756;849862.2906;222
196;event;id_197;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.305969;-76.721914;706008.2852;857718.187;222
197;event;id_198;Deslizamiento;10/9/1991 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.301061;-76.720417;706173.3871;857174.449;222
198;event;id_199;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.322411;-76.721611;706046.8544;859538.1582;222
199;event;id_200;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.308697;-76.723773;705802.2692;858020.7168;222
200;event;id_201;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.277675;-76.723372;705837.7657;854586.5877;222
201;event;id_202;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.297989;-76.742961;703664.3346;856841.0808;222
202;event;id_203;Caida;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.325825;-76.716308;706637.8328;859914.4948;222
203;event;id_204;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.320568;-76.720686;706149.2168;859333.8705;222
204;event;id_205;Flujo;16/7/2017 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.322448;-76.729118;705211.6935;859544.4925;222
205;event;id_206;Deslizamiento;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.194606;-76.605056;718977.7454;845358.051;222
206;event;id_207;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.320308;-76.721089;706104.3052;859305.2095;222
207;event;id_208;Deslizamiento;29/8/2015 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.23141;-76.766299;701048.0883;849477.7852;222
208;event;id_209;Deslizamiento;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.19342;-76.626491;716592.6288;845232.6673;222
209;event;id_210;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.299283;-76.734586;704596.4891;856981.8311;222
210;event;id_211;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.293922;-76.727486;705384.8238;856386.2811;222
211;event;id_212;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.295752;-76.693281;709190.8078;856578.7949;222
212;event;id_213;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.252417;-76.587098;720991.4361;851751.9053;222
213;event;id_214;Deslizamiento;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.24096;-76.670799;711676.3035;850507.2579;222
214;event;id_215;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.320228;-76.725917;705567.1545;859297.7915;222
215;event;id_216;Reptación;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.260546;-76.631486;716055.5506;852664.0749;222
216;event;id_217;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.267494;-76.698147;708641.2562;853452.2356;222
217;event;id_218;Flujo;22/8/2019 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.231681;-76.746908;703205.7132;849502.0934;222
218;event;id_219;Deslizamiento;22/8/2019 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.236687;-76.752227;702615.357;850057.8069;222
219;event;id_220;Flujo;22/8/2019 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.278903;-76.735545;704483.7856;854726.1104;222
220;event;id_221;Deslizamiento;29/9/2014 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.167931;-76.630791;716107.2383;842412.5375;222
221;event;id_222;Flujo;10/9/1991 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.254194;-76.734117;704635.4305;851990.4795;222
222;event;id_223;Deslizamiento;29/4/2012 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.161111;-76.595;720087.4947;841647.9245;222
223;event;id_224;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.183891;-76.702179;708168.7994;844199.0598;222
224;event;id_225;Reptación;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.198119;-76.70325;708053.6545;845774.3174;222
225;event;id_226;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.306242;-76.719522;706274.4848;857747.6984;222
226;event;id_227;Deslizamiento;1/1/1998 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.155552;-76.638379;715259.607;841044.4111;222
227;event;id_228;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.279896;-76.73321;704743.8649;854835.3428;222
228;event;id_229;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.270631;-76.714047;706873.1847;853804.1151;222
229;event;id_230;Flujo;26/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.321114;-76.720592;706159.8361;859394.2825;222
230;event;id_231;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.204587;-76.719801;706213.9545;846495.0223;222
231;event;id_232;Flujo;2/1/2019 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.256548;-76.734649;704576.9264;852251.216;222
232;event;id_233;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.307961;-76.733906;704674.7115;857942.2569;222
233;event;id_234;Deslizamiento;24/11/2020 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.210339;-76.644011;714648.0654;847110.2622;222
234;event;id_235;Reptación;29/8/2015 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.172815;-76.73783;704198.8542;842983.1477;222
235;event;id_236;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.26948;-76.726393;705499.2605;853680.321;222
236;event;id_237;Deslizamiento;22/8/2019 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.236661;-76.750647;702791.147;850054.4651;222
237;event;id_238;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.325183;-76.716933;706568.1108;859843.6143;222
238;event;id_239;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.322977;-76.716733;706589.7083;859599.3607;222
239;event;id_240;Deslizamiento;30/11/2020 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.233133;-76.625319;716733.9869;849628.0659;222
240;event;id_241;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.187697;-76.634433;715707.4412;844601.3948;222
241;event;id_242;Reptación;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.198688;-76.696818;708769.4644;845835.4732;222
242;event;id_243;Deslizamiento;1/1/2018 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.163394;-76.661533;712685.5588;841918.8156;222
243;event;id_244;Deslizamiento;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.205076;-76.702279;708163.6637;846544.1387;222
244;event;id_245;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.324523;-76.715488;706728.6736;859770.1257;222
245;event;id_246;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.261425;-76.636501;715497.873;852762.7868;222
246;event;id_247;Flujo;22/8/2019 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.310504;-76.696228;708867.2496;858212.608;222
247;event;id_248;Reptación;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.222531;-76.744988;703416.6841;848488.6473;222
248;event;id_249;Flujo;22/8/2019 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.260675;-76.733653;704688.9467;852707.7696;222
249;event;id_250;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.321556;-76.722439;705954.4843;859443.7598;222
250;event;id_251;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.288433;-76.697139;708759.4662;855769.7564;222
251;event;id_252;Caida;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.327847;-76.721683;706040.4561;860139.9224;222
252;event;id_253;Deslizamiento;24/12/2015 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.233651;-76.622946;716998.135;849684.7395;222
253;event;id_254;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.301949;-76.730304;705073.6731;857275.6768;222
254;event;id_255;Deslizamiento;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.2079;-76.629147;716301.1154;846836.156;222
255;event;id_256;Deslizamiento;1/1/1998 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.184677;-76.667344;712044.9012;844276.26;222
256;event;id_257;Reptación;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.182664;-76.646436;714370.6016;844047.6211;222
257;event;id_258;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.22019;-76.629495;716265.7975;848196.603;222
258;event;id_259;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.297728;-76.737461;704276.1681;856810.5517;222
259;event;id_260;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.298261;-76.739986;703995.4036;856870.3045;222
260;event;id_261;Caida;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.249358;-76.610162;718424.7377;851419.7266;222
261;event;id_262;Flujo;22/8/2019 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.229826;-76.747291;703162.5592;849296.8606;222
262;event;id_263;Flujo;10/9/1991 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.303024;-76.698925;708565.0183;857385.4112;222
263;event;id_264;Reptación;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.203508;-76.699689;708451.391;846369.8327;222
264;event;id_265;Flujo;1/1/1998 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.241264;-76.740419;703930.4916;850561.0111;222
265;event;id_266;Deslizamiento;10/3/2000 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.164857;-76.640348;715043.0714;842074.9065;222
266;event;id_267;Caida;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.326881;-76.720681;706151.6435;860032.6915;222
267;event;id_268;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.224816;-76.621306;717178.1428;848706.3633;222
268;event;id_269;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.309142;-76.717844;706462.0225;858068.2187;222
269;event;id_270;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.32283;-76.721352;706075.7928;859584.4627;222
270;event;id_271;Deslizamiento;10/9/1991 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.303416;-76.720589;706154.9445;857435.1883;222
271;event;id_272;Deslizamiento;30/12/2015 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.166531;-76.632181;715952.2034;842257.9558;222
272;event;id_273;Flujo;24/12/2015 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.332706;-76.726609;705493.876;860679.2663;222
273;event;id_274;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.317669;-76.718121;706433.7215;859012.2015;222
274;event;id_275;Deslizamiento;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.248695;-76.621811;717128.5909;851349.5978;222
275;event;id_276;Caida;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.326372;-76.719697;706260.9641;859976.0541;222
276;event;id_277;Caida;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.325825;-76.716308;706637.8328;859914.4948;222
277;event;id_278;Deslizamiento;1/1/1998 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.202651;-76.627931;716434.9563;846254.8204;222
278;event;id_279;Deslizamiento;24/12/2015 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.228421;-76.629101;716311.9157;849107.5627;222
279;event;id_280;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.203774;-76.635653;715576.1371;846381.2643;222
280;event;id_281;Deslizamiento;25/11/2020 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.203081;-76.683249;710280.4267;846317.9004;222
281;event;id_282;Flujo;10/6/2019 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.224816;-76.621306;717178.1428;848706.3633;222
282;event;id_283;Deslizamiento;10/9/1991 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.281029;-76.7222;705969.1401;854957.5171;222
283;event;id_284;Deslizamiento;1/1/1998 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.227169;-76.596457;719943.3133;848959.9292;222
284;event;id_285;Reptación;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.236003;-76.587805;720908.2761;849935.3324;222
285;event;id_286;Deslizamiento;31/3/2017 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.21448;-76.627217;716517.6572;847563.9438;222
286;event;id_287;Deslizamiento;22/8/2019 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.242533;-76.741786;703778.765;850701.8863;222
287;event;id_288;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.166857;-76.67634;711039.0208;842306.2554;222
288;event;id_289;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.322854;-76.717719;706479.9778;859586.0383;222
289;event;id_290;Reptación;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.189515;-76.6815;710471.2155;844815.7569;222
290;event;id_291;Deslizamiento;22/8/2019 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.264377;-76.741977;703763.9004;853120.0197;222
291;event;id_292;Deslizamiento;1/1/1998 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.233517;-76.590619;720594.5369;849660.9465;222
292;event;id_293;Deslizamiento;17/4/2017 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.21448;-76.627217;716517.6572;847563.9438;222
293;event;id_294;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.295802;-76.74388;703561.4412;856599.2586;222
294;event;id_295;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.324389;-76.715094;706772.467;859755.1754;222
295;event;id_296;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.298819;-76.743142;703644.4433;856933.0139;222
296;event;id_297;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.31737;-76.719159;706318.1532;858979.4118;222
297;event;id_298;Deslizamiento;30/12/2015 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.16287;-76.672865;711424.5621;841863.9604;222
298;event;id_299;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.317369;-76.719158;706318.2642;858979.3008;222
299;event;id_300;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.299129;-76.720035;706215.318;856960.472;222
300;event;id_301;Deslizamiento;24/12/2015 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.330764;-76.714261;706867.0257;860460.6098;222
301;event;id_302;Deslizamiento;24/12/2015 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.333229;-76.726273;705531.4122;860737.06;222
302;event;id_303;Caida;9/12/2020 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.271909;-76.605141;718989.5923;853914.398;222
303;event;id_304;Reptación;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.205572;-76.703039;708079.2443;846599.2597;222
304;event;id_305;Flujo;1/1/1998 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.30176;-76.720684;706143.8879;857251.9042;222
305;event;id_306;Flujo;22/10/2020 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.313081;-76.720547;706162.4673;858505.0501;222
306;event;id_307;Reptación;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.201227;-76.592708;720353.3231;846087.5212;222
307;event;id_308;Deslizamiento;25/12/2019 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.206663;-76.600494;719488.5773;846691.3335;222
308;event;id_309;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.295867;-76.745344;703398.5801;856606.8902;222
309;event;id_310;Deslizamiento;24/12/2015 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.285468;-76.660969;712782.6054;855431.0711;222
310;event;id_311;Flujo;22/10/2020 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.318556;-76.718403;706402.6105;859110.4722;222
311;event;id_312;Deslizamiento;30/1/2018 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.227195;-76.637158;715415.195;848974.1121;222
312;event;id_313;Deslizamiento;24/12/2015 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.331175;-76.713325;706971.2778;860505.8269;222
313;event;id_314;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.315484;-76.723484;705836.4275;858771.9248;222
314;event;id_315;Deslizamiento;1/1/2019 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.2074;-76.663977;712425.856;846790.5405;222
315;event;id_316;Deslizamiento;17/4/2017 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.21448;-76.627217;716517.6572;847563.9438;222
316;event;id_317;Deslizamiento;7/6/2006 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.208333;-76.653333;713610.3589;846890.827;222
317;event;id_318;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.294284;-76.745934;703332.4689;856431.8311;222
318;event;id_319;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.260444;-76.637076;715433.6273;852654.3642;222
319;event;id_320;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.269972;-76.725081;705645.3751;853734.3984;222
320;event;id_321;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.224816;-76.621306;717178.1428;848706.3633;222
321;event;id_322;Deslizamiento;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.233432;-76.711344;707163.1668;849685.589;222
322;event;id_323;Flujo;16/7/2017 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.322425;-76.727679;705371.7793;859541.5169;222
323;event;id_324;Deslizamiento;29/8/2015 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.160952;-76.738419;704129.9445;841670.1167;222
324;event;id_325;Deslizamiento;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.232648;-76.711723;707120.7737;849598.9136;222
325;event;id_326;Deslizamiento;4/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.232544;-76.70975;707340.2619;849586.8321;222
326;event;id_327;Deslizamiento;1/1/1998 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.21167;-76.595684;720025.0737;847244.214;222
327;event;id_328;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.300147;-76.741611;703815.1708;857079.5641;222
328;event;id_329;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.285503;-76.700319;708404.8271;855446.3524;222
329;event;id_330;Deslizamiento;30/1/2018 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.224069;-76.635174;715635.0554;848627.5458;222
330;event;id_331;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.174389;-76.704111;707951.1581;843147.7925;222
331;event;id_332;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.312211;-76.716689;706591.4243;858407.6009;222
332;event;id_333;Flujo;22/8/2019 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.233711;-76.748588;703019.38;849727.302;222
333;event;id_334;Deslizamiento;16/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.161428;-76.708353;707475.5205;841714.2823;222
334;event;id_335;Reptación;1/1/1998 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.243028;-76.695839;708891.0023;850743.3401;222
335;event;id_336;Deslizamiento;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.206966;-76.663069;712526.7583;846742.2456;222
336;event;id_337;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.297886;-76.744781;703461.8167;856830.2214;222
337;event;id_338;Deslizamiento;1/1/1998 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.291309;-76.718557;706377.4569;856094.3963;222
338;event;id_339;Deslizamiento;27/8/2012 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.214388;-76.598705;719689.7196;847545.8843;222
339;event;id_340;Deslizamiento;10/3/2000 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.158657;-76.640919;714977.846;841388.7949;222
340;event;id_341;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.269456;-76.731669;704912.2529;853679.2147;222
341;event;id_342;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.294283;-76.745936;703332.2461;856431.721;222
