FID;tipo;id;Tipo_1;Fecha;Departamen;Municipio;Vereda;Latitud;Longitud;X;Y;class
342;event;id_343;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.2166;-76.693858;709103.8738;847817.3694;222
343;event;id_344;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.22585;-76.693589;709136.4319;848841.2047;222
344;event;id_345;Deslizamiento;10/9/1991 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.24807;-76.703557;708033.7551;851303.6846;222
345;event;id_346;Deslizamiento;1/1/1998 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.207111;-76.596579;719924.2591;846739.8476;222
346;event;id_347;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.317922;-76.719161;706318.0939;859040.5164;222
347;event;id_348;Deslizamiento;1/2/2017 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.161168;-76.642094;714847.7983;841667.0565;222
348;event;id_349;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.299017;-76.742878;703673.8737;856954.8533;222
349;event;id_350;Deslizamiento;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.255404;-76.587314;720968.2291;852082.5783;222
350;event;id_351;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.307658;-76.724403;705731.8724;857905.8906;222
351;event;id_352;Deslizamiento;3/10/2018 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.161231;-76.642213;714834.5752;841674.0626;222
352;event;id_353;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.332463;-76.713828;706915.7004;860648.552;222
353;event;id_354;Deslizamiento;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.205692;-76.664331;712385.9922;846601.5806;222
354;event;id_355;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.282753;-76.721575;706039.1801;855148.1728;222
355;event;id_356;Deslizamiento;1/1/2007 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.159746;-76.644361;714595.1764;841510.2804;222
356;event;id_357;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.330381;-76.71462;706826.9733;860418.3204;222
357;event;id_358;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.256728;-76.749028;702977.154;852275.3708;222
358;event;id_359;Reptación;25/12/2019 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.256413;-76.583501;721392.6939;852193.2032;222
359;event;id_360;Reptación;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.192624;-76.688938;709644.5115;845161.9978;222
360;event;id_361;Deslizamiento;22/8/2019 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.1894;-76.647221;714285.1217;844793.4403;222
361;event;id_362;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.183454;-76.665812;712215.0152;844140.4571;222
362;event;id_363;Deslizamiento;10/3/2000 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.168049;-76.631454;716033.5044;842425.7804;222
363;event;id_364;Deslizamiento;24/12/2015 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.309175;-76.694985;709005.1464;858065.1312;222
364;event;id_365;Deslizamiento;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.204983;-76.637128;715412.3665;846515.4963;222
365;event;id_366;Deslizamiento;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.232064;-76.688803;709670.6896;849527.6818;222
366;event;id_367;Deslizamiento;24/12/2015 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.337628;-76.723348;705858.131;861223.137;222
367;event;id_368;Deslizamiento;29/8/2015 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.164858;-76.734039;704618.4189;842101.25;222
368;event;id_369;Deslizamiento;10/9/1991 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.293487;-76.720766;706132.333;856336.1427;222
369;event;id_370;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.313638;-76.720296;706190.5563;858566.6331;222
370;event;id_371;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.296416;-76.690829;709463.7917;856651.579;222
371;event;id_372;Flujo;26/5/2019 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.224816;-76.621306;717178.1428;848706.3633;222
372;event;id_373;Deslizamiento;24/12/2015 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.330989;-76.711753;707146.1082;860484.77;222
373;event;id_374;Deslizamiento;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.252272;-76.601036;719440.8115;851739.7224;222
374;event;id_375;Deslizamiento;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.183775;-76.650428;713926.7546;844171.7042;222
375;event;id_376;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.275961;-76.726225;705519.8467;854397.6936;222
376;event;id_377;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.3248;-76.714961;706787.385;859800.6316;222
377;event;id_378;Deslizamiento;10/9/1991 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.312011;-76.689462;709620.4124;858377.4368;222
378;event;id_379;Deslizamiento;1/1/1998 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.171456;-76.709133;707391.5492;842824.5464;222
379;event;id_380;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.260811;-76.621291;717189.8244;852690.5352;222
380;event;id_381;Reptación;25/12/2019 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.196602;-76.600699;719463.0295;845577.787;222
381;event;id_382;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.188265;-76.6327;715900.4093;844663.7868;222
382;event;id_383;Deslizamiento;1/1/1998 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.214625;-76.616636;717694.8889;847577.0599;222
383;event;id_384;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.318192;-76.723987;705781.2689;859071.8393;222
384;event;id_385;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.305969;-76.721914;706008.2852;857718.187;222
385;event;id_386;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.224816;-76.621306;717178.1428;848706.3633;222
386;event;id_387;Deslizamiento;1/1/1998 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.217686;-76.627597;716476.2667;847918.9132;222
387;event;id_388;Reptación;29/8/2015 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.170201;-76.736582;704336.9756;842693.4289;222
388;event;id_389;Deslizamiento;30/12/2015 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.158875;-76.638819;715211.5574;841412.3488;222
389;event;id_390;Deslizamiento;30/12/2015 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.157116;-76.640189;715058.6474;841218.0237;222
390;event;id_391;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.224502;-76.759871;701761.2882;848711.1845;222
391;event;id_392;Flujo;16/7/2017 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.331707;-76.712856;707023.6117;860564.5772;222
392;event;id_393;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.320516;-76.716491;706615.9037;859326.8674;222
393;event;id_394;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.301258;-76.741811;703793.2491;857202.6087;222
394;event;id_395;Deslizamiento;30/12/2015 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.154783;-76.650032;713962.8426;840962.4904;222
395;event;id_396;Reptación;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.206252;-76.601413;719386.2225;846646.094;222
396;event;id_397;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.316601;-76.718221;706422.2808;858894.0083;222
397;event;id_398;Flujo;24/12/2015 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.334744;-76.720028;706226.6248;860902.8974;222
398;event;id_399;Deslizamiento;16/7/2017 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.271799;-76.717033;706541.3105;853934.2806;222
399;event;id_400;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.297925;-76.742461;703719.944;856833.8472;222
400;event;id_401;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.252869;-76.737642;704242.8488;851844.8395;222
401;event;id_402;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.279756;-76.733886;704668.6134;854820.0448;222
402;event;id_403;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.271553;-76.71025;707295.8954;853905.0666;222
403;event;id_404;Flujo;29/8/2015 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.227721;-76.758932;701866.7065;849067.2494;222
404;event;id_405;Deslizamiento;30/12/2015 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.16093;-76.654664;713449.1533;841644.1753;222
405;event;id_406;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.280299;-76.721561;706040.0196;854876.5213;222
406;event;id_407;Flujo;29/8/2015 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.2523;-76.762815;701441.8729;851789.2705;222
407;event;id_408;Deslizamiento;29/8/2015 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.179171;-76.734113;704614.2529;843685.6731;222
408;event;id_409;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.308697;-76.723772;705802.3804;858020.7165;222
409;event;id_410;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.31221;-76.71669;706591.3128;858407.4905;222
410;event;id_411;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.331616;-76.715088;706775.274;860555.1684;222
411;event;id_412;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.296306;-76.746189;703304.698;856655.7385;222
412;event;id_413;Deslizamiento;6/10/2013 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.266017;-76.57405;722446.7256;853253.5932;222
413;event;id_414;Flujo;24/12/2015 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.307465;-76.685344;710077.2175;857873.0217;222
414;event;id_415;Reptación;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.187902;-76.681108;710514.3791;844637.1003;222
415;event;id_416;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.298189;-76.738847;704122.1033;856861.9954;222
416;event;id_417;Reptación;29/8/2015 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.171733;-76.739986;703958.6477;842863.9905;222
417;event;id_418;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.320567;-76.720686;706149.2165;859333.7598;222
418;event;id_419;Flujo;9/3/2021 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.20095;-76.626369;716608.2716;846066.1089;222
419;event;id_420;Deslizamiento;10/3/2000 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.164076;-76.641502;714914.461;841988.7761;222
420;event;id_421;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.300733;-76.741825;703791.5357;857144.4967;222
421;event;id_422;Deslizamiento;3/10/2018 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.16022;-76.641728;714888.2613;841562.0232;222
422;event;id_423;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.30712;-76.720533;706162.266;857845.1887;222
423;event;id_424;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.224306;-76.691364;709383.5469;848669.6585;222
424;event;id_425;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.294045;-76.727607;705371.3981;856399.9325;222
425;event;id_426;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.296833;-76.744656;703475.4114;856713.6193;222
426;event;id_427;Deslizamiento;24/12/2015 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.200864;-76.635919;715545.7386;846059.2358;222
427;event;id_428;Deslizamiento;2/1/2020 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.282942;-76.634503;715726.2241;855143.8981;222
428;event;id_429;Caida;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.32688;-76.720681;706151.6432;860032.5808;222
429;event;id_430;Deslizamiento;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.207562;-76.665267;712282.3763;846808.8353;222
430;event;id_431;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.319883;-76.7194;706292.0844;859257.6615;222
431;event;id_432;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.297975;-76.738736;704134.3894;856838.2731;222
432;event;id_433;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.259311;-76.744922;703434.7515;852560.0933;222
433;event;id_434;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.30764;-76.724344;705738.4311;857903.8805;222
434;event;id_435;Flujo;22/8/2019 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.232196;-76.749026;702970.2049;849559.7226;222
435;event;id_436;Reptación;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.233983;-76.723394;705822.6239;849750.0691;222
436;event;id_437;Deslizamiento;29/8/2015 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.179324;-76.734721;704546.6449;843702.7839;222
437;event;id_438;Flujo;16/7/2017 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.332064;-76.712112;707106.4875;860603.8739;222
438;event;id_439;Caida;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.318969;-76.724447;705730.3228;859157.9871;222
439;event;id_440;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.321115;-76.720592;706159.8364;859394.3932;222
440;event;id_441;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.277458;-76.727114;705421.3769;854563.6674;222
441;event;id_442;Deslizamiento;18/8/2020 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.341131;-76.715049;706782.4365;861608.4225;222
442;event;id_443;Deslizamiento;22/8/2019 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.329304;-76.719386;706296.4326;860300.5212;222
443;event;id_444;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.203107;-76.617541;717591.0375;846302.4227;222
444;event;id_445;Deslizamiento;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.256786;-76.620866;717235.9807;852244.9009;222
445;event;id_446;Deslizamiento;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.236217;-76.693102;709193.5704;849988.6215;222
446;event;id_447;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.317669;-76.718119;706433.944;859012.2009;222
447;event;id_448;Deslizamiento;30/1/2018 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.224475;-76.635194;715632.9432;848672.4907;222
448;event;id_449;Deslizamiento;19/11/2020 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.247745;-76.610088;718432.5227;851241.1694;222
449;event;id_450;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.234681;-76.690453;709487.8575;849817.8374;222
450;event;id_451;Deslizamiento;22/8/2019 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.224094;-76.7388;704105.6439;848659.866;222
451;event;id_452;Deslizamiento;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.259667;-76.623681;716923.6162;852564.5813;222
452;event;id_453;Deslizamiento;10/9/1991 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.271154;-76.726391;705499.9721;853865.6258;222
453;event;id_454;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.317454;-76.715754;706696.992;858987.6994;222
454;event;id_455;Flujo;1/4/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.242721;-76.738713;704120.7298;850721.798;222
455;event;id_456;Deslizamiento;1/1/2012 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.258978;-76.639;715219.1664;852492.6393;222
456;event;id_457;Deslizamiento;24/12/2015 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.215949;-76.630933;716104.6371;847727.5771;222
457;event;id_458;Deslizamiento;22/8/2019 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.263069;-76.740779;703896.8068;852974.8743;222
458;event;id_459;Deslizamiento;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.246332;-76.609721;718472.9599;851084.6679;222
459;event;id_460;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.216452;-76.66394;712432.5086;847792.5012;222
460;event;id_461;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.225417;-76.749683;702895.1314;848809.4917;222
461;event;id_462;Deslizamiento;1/4/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.204528;-76.636778;715451.1808;846465.0358;222
462;event;id_463;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.220716;-76.62779;716455.6333;848254.3499;222
463;event;id_464;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.304814;-76.722018;705996.3743;857590.3641;222
464;event;id_465;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.315841;-76.721187;706092.081;858810.7605;222
465;event;id_466;Flujo;22/8/2019 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.242767;-76.753683;702455.1339;850731.2817;222
466;event;id_467;Flujo;16/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.322447;-76.729117;705211.8044;859544.3815;222
467;event;id_468;Caida;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.256991;-76.595322;720077.7927;852260.4561;222
468;event;id_469;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.260543;-76.638662;715257.2102;852665.7711;222
469;event;id_470;Deslizamiento;16/7/2017 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.245482;-76.734884;704547.5559;851026.3128;222
470;event;id_471;Flujo;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.315719;-76.721225;706087.8173;858797.2669;222
471;event;id_472;Deslizamiento;20/9/2016 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.315278;-76.723592;705824.3512;858749.1536;222
472;noevent;id_473;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.339997621;-76.69802066;708676.4813;861477.8949;111
473;noevent;id_474;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.252312001;-76.65919102;712970.9704;851760.5138;111
474;noevent;id_475;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.235139126;-76.65282465;713674.4173;849857.8445;111
475;noevent;id_476;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.200562246;-76.65572264;713342.3257;846031.3532;111
476;noevent;id_477;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.187641347;-76.59254632;720367.6302;844583.7573;111
477;noevent;id_478;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.295073727;-76.65928228;712973.006;856493.8468;111
478;noevent;id_479;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.22889599;-76.7206977;706121.154;849186.1777;111
479;noevent;id_480;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.209915656;-76.73373468;704665.147;847088.8973;111
480;noevent;id_481;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.29136323;-76.62595532;716679.5186;856073.5944;111
481;noevent;id_482;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.313283125;-76.74930424;702963.16;858536.007;111
482;noevent;id_483;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.257456609;-76.65913715;712978.4222;852329.9563;111
483;noevent;id_484;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.248289212;-76.68955406;709591.7583;851323.9119;111
484;noevent;id_485;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.238888742;-76.66466416;712358.2574;850276.2432;111
485;noevent;id_486;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.262426257;-76.6091924;718536.2387;852865.9282;111
486;noevent;id_487;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.194096578;-76.72339531;705811.0388;845334.8091;111
487;noevent;id_488;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.189105358;-76.69935763;708484.1896;844775.4572;111
488;noevent;id_489;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.322864364;-76.70566179;707821.3594;859583.6084;111
489;noevent;id_490;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.195617984;-76.6502989;713944.3963;845482.5605;111
490;noevent;id_491;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.16375239;-76.71907365;706283.2992;841974.6105;111
491;noevent;id_492;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.310426105;-76.75137928;702731.4469;858220.362;111
492;noevent;id_493;noevent;6/2/2023 00:00;VALLE DEL CAUCA;CALI;CALI;3.310978393;-76.63665767;715494.496;858247.8135;111
493;noevent;id_494;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.190029413;-76.62008882;717303.9927;844855.61;111
494;noevent;id_495;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.207262184;-76.74142841;703808.3323;846797.3918;111
495;noevent;id_496;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.283157733;-76.58822671;720874.3736;855154.7297;111
496;noevent;id_497;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.285763891;-76.75767082;702024.1209;855492.1683;111
497;noevent;id_498;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.297184323;-76.59803815;719786.8203;856710.0096;111
498;noevent;id_499;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.266474443;-76.67414574;711311.2255;853332.4449;111
499;noevent;id_500;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.265936959;-76.63077852;716135.7734;853260.5886;111
500;noevent;id_501;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.258484505;-76.66956669;711818.3839;852446.7141;111
501;noevent;id_502;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.272036349;-76.75551559;702259.8444;853971.9024;111
502;noevent;id_503;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.159564266;-76.70270167;708103.8134;841506.3865;111
503;noevent;id_504;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.305392145;-76.58894318;720800.8726;857615.9295;111
504;noevent;id_505;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.16416529;-76.69417226;709054.1463;842013.2938;111
505;noevent;id_506;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.276204717;-76.66915945;711868.7516;854408.0677;111
506;noevent;id_507;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.208740032;-76.70989742;707317.0533;846951.9031;111
507;noevent;id_508;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.21626857;-76.64364244;714690.7188;847766.4963;111
508;noevent;id_509;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.181712559;-76.59371206;720236.3328;843927.8494;111
509;noevent;id_510;noevent;6/2/2023 00:00;VALLE DEL CAUCA;BUENAVENTURA;BUENAVENTURA;3.30830212;-76.74493531;703447.744;857983.3102;111
510;noevent;id_511;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.175257712;-76.63622561;715504.5822;843225.0089;111
511;noevent;id_512;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.166923712;-76.59073294;720563.7995;842290.1497;111
512;noevent;id_513;noevent;6/2/2023 00:00;VALLE DEL CAUCA;JAMUNDI;JAMUNDI;3.261883744;-76.61300569;718111.8619;852806.9478;111
